WLCverse,curr,ckind
312,c1067,Verbal clauses
312,c1068,Nominal clauses
312,c1069,Verbal clauses
312,c1070,Verbal clauses
313,c1071,Verbal clauses
313,c1072,Verbal clauses
313,c1073,Verbal clauses
313,c1074,Nominal clauses
314,c1075,Verbal clauses
314,c1076,Verbal clauses
314,c1077,Verbal clauses
315,c1078,Verbal clauses
315,c1079,Verbal clauses
316,c1080,Verbal clauses
317,c1081,Verbal clauses
317,c1082,Verbal clauses
317,c1083,Verbal clauses
317,c1084,Verbal clauses
317,c1085,Nominal clauses
318,c1086,Verbal clauses
318,c1087,Nominal clauses
318,c1088,Verbal clauses
318,c1089,Clauses without predication
318,c1090,Verbal clauses
318,c1091,Verbal clauses
319,c1092,Verbal clauses
319,c1093,Verbal clauses
319,c1094,Nominal clauses
320,c1095,Verbal clauses
320,c1096,Nominal clauses
320,c1097,Nominal clauses
320,c1098,Verbal clauses
321,c1099,Nominal clauses
322,c1100,Verbal clauses
322,c1101,Verbal clauses
322,c1102,Nominal clauses
323,c1103,Verbal clauses
323,c1104,Verbal clauses
323,c1105,Verbal clauses
324,c1106,Verbal clauses
324,c1107,Verbal clauses
324,c1108,Verbal clauses
325,c1109,Verbal clauses
325,c1110,Verbal clauses
325,c1111,Verbal clauses
325,c1112,Verbal clauses
325,c1113,Verbal clauses
326,c1114,Verbal clauses
326,c1115,Verbal clauses
327,c1116,Verbal clauses
327,c1117,Verbal clauses
327,c1118,Nominal clauses
328,c1119,Nominal clauses
328,c1120,Verbal clauses
328,c1121,Clauses without predication
328,c1122,Verbal clauses
328,c1123,Clauses without predication
328,c1124,Verbal clauses
329,c1125,Verbal clauses
329,c1126,Verbal clauses
329,c1127,Nominal clauses
329,c1128,Verbal clauses
329,c1129,Nominal clauses
329,c1130,Verbal clauses
330,c1131,Verbal clauses
330,c1132,Verbal clauses
330,c1133,Verbal clauses
330,c1134,Clauses without predication
331,c1135,Verbal clauses
331,c1136,Verbal clauses
331,c1137,Verbal clauses
332,c1138,Nominal clauses
333,c1139,Verbal clauses
333,c1140,Verbal clauses
333,c1141,Verbal clauses
333,c1142,Verbal clauses
333,c1143,Nominal clauses
333,c1144,Verbal clauses
334,c1145,Clauses without predication
334,c1146,Verbal clauses
334,c1147,Verbal clauses
334,c1148,Clauses without predication
335,c1149,Verbal clauses
335,c1150,Verbal clauses
335,c1151,Verbal clauses
335,c1152,Verbal clauses
335,c1153,Verbal clauses
336,c1154,Verbal clauses
336,c1155,Verbal clauses
336,c1156,Verbal clauses
337,c1157,Verbal clauses
337,c1158,Verbal clauses
337,c1159,Verbal clauses
337,c1160,Nominal clauses
337,c1161,Verbal clauses
338,c1162,Verbal clauses
339,c1163,Verbal clauses
339,c1164,Nominal clauses
340,c1165,Verbal clauses
340,c1166,Nominal clauses
341,c1167,Verbal clauses
341,c1168,Verbal clauses
342,c1169,Verbal clauses
342,c1170,Nominal clauses
342,c1171,Verbal clauses
342,c1172,Clauses without predication
342,c1173,Clauses without predication
343,c1174,Clauses without predication
343,c1175,Nominal clauses
344,c1176,Verbal clauses
344,c1177,Verbal clauses
344,c1178,Nominal clauses
344,c1179,Verbal clauses
344,c1180,Verbal clauses
345,c1181,Verbal clauses
345,c1182,Nominal clauses
345,c1183,Verbal clauses
346,c1184,Clauses without predication
346,c1185,Clauses without predication
347,c1186,Nominal clauses
347,c1187,Verbal clauses
347,c1188,Verbal clauses
347,c1189,Verbal clauses
348,c1190,Verbal clauses
348,c1191,Verbal clauses
349,c1192,Verbal clauses
349,c1193,Verbal clauses
349,c1194,Verbal clauses
350,c1195,Verbal clauses
350,c1196,Verbal clauses
350,c1197,Verbal clauses
350,c1198,Nominal clauses
351,c1199,Verbal clauses
351,c1200,Verbal clauses
351,c1201,Verbal clauses
351,c1202,Verbal clauses
352,c1203,Verbal clauses
352,c1204,Verbal clauses
352,c1205,Verbal clauses
352,c1206,Nominal clauses
353,c1207,Verbal clauses
353,c1208,Verbal clauses
354,c1209,Verbal clauses
354,c1210,Verbal clauses
354,c1211,Verbal clauses
354,c1212,Verbal clauses
354,c1213,Nominal clauses
354,c1214,Verbal clauses
354,c1215,Nominal clauses
355,c1216,Verbal clauses
355,c1217,Nominal clauses
356,c1218,Verbal clauses
356,c1219,Verbal clauses
356,c1220,Verbal clauses
357,c1221,Verbal clauses
357,c1222,Verbal clauses
357,c1223,Verbal clauses
358,c1224,Verbal clauses
358,c1225,Verbal clauses
358,c1226,Verbal clauses
359,c1227,Verbal clauses
359,c1228,Verbal clauses
360,c1229,Clauses without predication
360,c1230,Verbal clauses
360,c1231,Nominal clauses
360,c1232,Verbal clauses
360,c1233,Verbal clauses
361,c1234,Nominal clauses
361,c1235,Clauses without predication
361,c1236,Verbal clauses
361,c1237,Nominal clauses
361,c1238,Verbal clauses
361,c1239,Nominal clauses
361,c1240,Verbal clauses
362,c1241,Verbal clauses
362,c1242,Verbal clauses
362,c1243,Verbal clauses
362,c1244,Clauses without predication
362,c1245,Nominal clauses
362,c1246,Nominal clauses
363,c1247,Verbal clauses
363,c1248,Clauses without predication
363,c1249,Verbal clauses
363,c1250,Verbal clauses
363,c1251,Clauses without predication
363,c1252,Nominal clauses
364,c1253,Verbal clauses
364,c1254,Verbal clauses
364,c1255,Verbal clauses
365,c1256,Nominal clauses
365,c1257,Verbal clauses
365,c1258,Verbal clauses
365,c1259,Clauses without predication
365,c1260,Verbal clauses
365,c1261,Verbal clauses
366,c1262,Verbal clauses
366,c1263,Verbal clauses
366,c1264,Verbal clauses
366,c1265,Verbal clauses
366,c1266,Verbal clauses
366,c1267,Verbal clauses
366,c1268,Verbal clauses
366,c1269,Verbal clauses
367,c1270,Verbal clauses
367,c1271,Verbal clauses
368,c1272,Verbal clauses
368,c1273,Nominal clauses
368,c1274,Verbal clauses
368,c1275,Verbal clauses
368,c1276,Verbal clauses
369,c1277,Verbal clauses
369,c1278,Clauses without predication
369,c1279,Verbal clauses
369,c1280,Verbal clauses
370,c1281,Verbal clauses
370,c1282,Verbal clauses
371,c1283,Verbal clauses
371,c1284,Verbal clauses
371,c1285,Verbal clauses
371,c1286,Verbal clauses
371,c1287,Verbal clauses
372,c1288,Verbal clauses
372,c1289,Verbal clauses
373,c1290,Verbal clauses
373,c1291,Verbal clauses
373,c1292,Verbal clauses
373,c1293,Verbal clauses
374,c1294,Verbal clauses
374,c1295,Verbal clauses
374,c1296,Verbal clauses
374,c1297,Nominal clauses
374,c1298,Verbal clauses
374,c1299,Verbal clauses
375,c1300,Verbal clauses
375,c1301,Verbal clauses
375,c1302,Verbal clauses
375,c1303,Verbal clauses
376,c1304,Verbal clauses
376,c1305,Verbal clauses
377,c1306,Verbal clauses
377,c1307,Nominal clauses
378,c1308,Verbal clauses
378,c1309,Verbal clauses
378,c1310,Verbal clauses
378,c1311,Nominal clauses
378,c1312,Verbal clauses
379,c1313,Verbal clauses
379,c1314,Verbal clauses
379,c1315,Verbal clauses
380,c1316,Clauses without predication
381,c1317,Clauses without predication
382,c1318,Clauses without predication
383,c1319,Verbal clauses
383,c1320,Nominal clauses
383,c1321,Nominal clauses
384,c1322,Verbal clauses
384,c1323,Verbal clauses
384,c1324,Verbal clauses
384,c1325,Verbal clauses
384,c1326,Verbal clauses
384,c1327,Verbal clauses
385,c1328,Verbal clauses
385,c1329,Verbal clauses
385,c1330,Verbal clauses
386,c1331,Verbal clauses
386,c1332,Verbal clauses
386,c1333,Verbal clauses
386,c1334,Verbal clauses
386,c1335,Verbal clauses
387,c1336,Verbal clauses
387,c1337,Nominal clauses
387,c1338,Verbal clauses
387,c1339,Verbal clauses
387,c1340,Verbal clauses
387,c1341,Verbal clauses
387,c1342,Verbal clauses
388,c1343,Verbal clauses
388,c1344,Nominal clauses
388,c1345,Verbal clauses
388,c1346,Nominal clauses
388,c1347,Verbal clauses
388,c1348,Verbal clauses
389,c1349,Verbal clauses
390,c1350,Verbal clauses
390,c1351,Clauses without predication
390,c1352,Verbal clauses
390,c1353,Verbal clauses
390,c1354,Verbal clauses
390,c1355,Verbal clauses
391,c1356,Verbal clauses
391,c1357,Verbal clauses
391,c1358,Verbal clauses
392,c1359,Verbal clauses
392,c1360,Verbal clauses
392,c1361,Verbal clauses
393,c1362,Verbal clauses
393,c1363,Nominal clauses
393,c1364,Verbal clauses
393,c1365,Verbal clauses
393,c1366,Verbal clauses
394,c1367,Verbal clauses
394,c1368,Nominal clauses
394,c1369,Nominal clauses
394,c1370,Verbal clauses
395,c1371,Verbal clauses
395,c1372,Verbal clauses
395,c1373,Nominal clauses
395,c1374,Verbal clauses
395,c1375,Verbal clauses
395,c1376,Verbal clauses
396,c1377,Verbal clauses
396,c1378,Nominal clauses
397,c1379,Verbal clauses
397,c1380,Verbal clauses
397,c1381,Verbal clauses
397,c1382,Verbal clauses
398,c1383,Nominal clauses
398,c1384,Verbal clauses
399,c1385,Verbal clauses
399,c1386,Verbal clauses
399,c1387,Verbal clauses
399,c1388,Nominal clauses
399,c1389,Verbal clauses
399,c1390,Verbal clauses
400,c1391,Verbal clauses
400,c1392,Verbal clauses
401,c1393,Verbal clauses
401,c1394,Verbal clauses
401,c1395,Verbal clauses
402,c1396,Clauses without predication
402,c1397,Nominal clauses
402,c1398,Verbal clauses
403,c1399,Verbal clauses
403,c1400,Verbal clauses
403,c1401,Verbal clauses
404,c1402,Verbal clauses
404,c1403,Verbal clauses
404,c1404,Verbal clauses
405,c1405,Verbal clauses
405,c1406,Verbal clauses
406,c1407,Verbal clauses
406,c1408,Verbal clauses
407,c1409,Verbal clauses
407,c1410,Clauses without predication
407,c1411,Verbal clauses
408,c1412,Nominal clauses
408,c1413,Verbal clauses
408,c1414,Nominal clauses
408,c1415,Verbal clauses
409,c1416,Verbal clauses
409,c1417,Verbal clauses
410,c1418,Verbal clauses
410,c1419,Nominal clauses
411,c1420,Verbal clauses
411,c1421,Verbal clauses
412,c1422,Clauses without predication
412,c1423,Verbal clauses
412,c1424,Verbal clauses
412,c1425,Verbal clauses
413,c1426,Verbal clauses
413,c1427,Clauses without predication
413,c1428,Verbal clauses
413,c1429,Nominal clauses
414,c1430,Verbal clauses
414,c1431,Verbal clauses
414,c1432,Verbal clauses
414,c1433,Verbal clauses
414,c1434,Verbal clauses
415,c1435,Verbal clauses
415,c1436,Verbal clauses
415,c1437,Verbal clauses
415,c1438,Verbal clauses
415,c1439,Clauses without predication
415,c1440,Verbal clauses
416,c1441,Verbal clauses
416,c1442,Verbal clauses
417,c1443,Verbal clauses
417,c1444,Verbal clauses
417,c1445,Verbal clauses
417,c1446,Verbal clauses
418,c1447,Verbal clauses
418,c1448,Verbal clauses
418,c1449,Verbal clauses
418,c1450,Verbal clauses
418,c1451,Verbal clauses
418,c1452,Verbal clauses
419,c1453,Verbal clauses
419,c1454,Verbal clauses
420,c1455,Verbal clauses
420,c1456,Verbal clauses
420,c1457,Verbal clauses
421,c1458,Verbal clauses
421,c1459,Verbal clauses
421,c1460,Verbal clauses
422,c1461,Nominal clauses
422,c1462,Verbal clauses
423,c1463,Nominal clauses
423,c1464,Verbal clauses
424,c1465,Verbal clauses
425,c1466,Verbal clauses
426,c1467,Verbal clauses
426,c1468,Verbal clauses
426,c1469,Verbal clauses
427,c1470,Verbal clauses
427,c1471,Verbal clauses
427,c1472,Verbal clauses
427,c1473,Verbal clauses
427,c1474,Verbal clauses
427,c1475,Verbal clauses
427,c1476,Verbal clauses
427,c1477,Verbal clauses
428,c1478,Verbal clauses
428,c1479,Clauses without predication
428,c1480,Verbal clauses
428,c1481,Verbal clauses
429,c1482,Verbal clauses
429,c1483,Verbal clauses
429,c1484,Verbal clauses
430,c1485,Verbal clauses
430,c1486,Verbal clauses
430,c1487,Verbal clauses
430,c1488,Verbal clauses
430,c1489,Verbal clauses
430,c1490,Verbal clauses
430,c1491,Verbal clauses
431,c1492,Verbal clauses
431,c1493,Verbal clauses
431,c1494,Verbal clauses
431,c1495,Verbal clauses
431,c1496,Verbal clauses
432,c1497,Verbal clauses
432,c1498,Verbal clauses
432,c1499,Verbal clauses
432,c1500,Verbal clauses
432,c1501,Verbal clauses
433,c1502,Verbal clauses
433,c1503,Verbal clauses
433,c1504,Verbal clauses
433,c1505,Verbal clauses
433,c1506,Verbal clauses
434,c1507,Verbal clauses
434,c1508,Nominal clauses
434,c1509,Verbal clauses
434,c1510,Nominal clauses
435,c1511,Verbal clauses
435,c1512,Verbal clauses
435,c1513,Nominal clauses
435,c1514,Verbal clauses
435,c1515,Nominal clauses
436,c1516,Nominal clauses
436,c1517,Verbal clauses
436,c1518,Verbal clauses
436,c1519,Verbal clauses
436,c1520,Verbal clauses
437,c1521,Verbal clauses
437,c1522,Verbal clauses
437,c1523,Verbal clauses
437,c1524,Verbal clauses
437,c1525,Verbal clauses
438,c1526,Verbal clauses
438,c1527,Verbal clauses
438,c1528,Verbal clauses
438,c1529,Verbal clauses
438,c1530,Verbal clauses
439,c1531,Verbal clauses
439,c1532,Verbal clauses
439,c1533,Nominal clauses
440,c1534,Verbal clauses
440,c1535,Verbal clauses
440,c1536,Verbal clauses
440,c1537,Verbal clauses
440,c1538,Verbal clauses
440,c1539,Nominal clauses
440,c1540,Verbal clauses
441,c1541,Verbal clauses
441,c1542,Verbal clauses
441,c1543,Verbal clauses
441,c1544,Verbal clauses
442,c1545,Verbal clauses
442,c1546,Verbal clauses
442,c1547,Verbal clauses
443,c1548,Verbal clauses
443,c1549,Verbal clauses
444,c1550,Verbal clauses
444,c1551,Verbal clauses
444,c1552,Verbal clauses
444,c1553,Verbal clauses
444,c1554,Verbal clauses
444,c1555,Verbal clauses
445,c1556,Verbal clauses
445,c1557,Clauses without predication
445,c1558,Verbal clauses
445,c1559,Clauses without predication
445,c1560,Verbal clauses
446,c1561,Verbal clauses
446,c1562,Verbal clauses
446,c1563,Verbal clauses
446,c1564,Verbal clauses
446,c1565,Verbal clauses
446,c1566,Clauses without predication
446,c1567,Verbal clauses
447,c1568,Verbal clauses
447,c1569,Verbal clauses
447,c1570,Clauses without predication
447,c1571,Verbal clauses
448,c1572,Verbal clauses
448,c1573,Verbal clauses
448,c1574,Verbal clauses
449,c1575,Nominal clauses
449,c1576,Verbal clauses
449,c1577,Verbal clauses
449,c1578,Nominal clauses
450,c1579,Nominal clauses
450,c1580,Verbal clauses
450,c1581,Verbal clauses
450,c1582,Verbal clauses
450,c1583,Nominal clauses
450,c1584,Verbal clauses
451,c1585,Verbal clauses
451,c1586,Verbal clauses
451,c1587,Verbal clauses
452,c1588,Verbal clauses
452,c1589,Verbal clauses
452,c1590,Verbal clauses
452,c1591,Verbal clauses
452,c1592,Nominal clauses
453,c1593,Verbal clauses
453,c1594,Verbal clauses
453,c1595,Verbal clauses
453,c1596,Verbal clauses
453,c1597,Verbal clauses
454,c1598,Verbal clauses
454,c1599,Verbal clauses
454,c1600,Verbal clauses
454,c1601,Verbal clauses
454,c1602,Verbal clauses
454,c1603,Verbal clauses
455,c1604,Verbal clauses
455,c1605,Verbal clauses
455,c1606,Verbal clauses
455,c1607,Verbal clauses
455,c1608,Verbal clauses
455,c1609,Verbal clauses
455,c1610,Verbal clauses
456,c1611,Verbal clauses
456,c1612,Verbal clauses
456,c1613,Verbal clauses
456,c1614,Verbal clauses
456,c1615,Verbal clauses
456,c1616,Verbal clauses
457,c1617,Verbal clauses
457,c1618,Verbal clauses
457,c1619,Verbal clauses
457,c1620,Verbal clauses
457,c1621,Verbal clauses
457,c1622,Verbal clauses
458,c1623,Verbal clauses
458,c1624,Verbal clauses
458,c1625,Verbal clauses
458,c1626,Verbal clauses
459,c1627,Verbal clauses
459,c1628,Verbal clauses
459,c1629,Verbal clauses
459,c1630,Verbal clauses
459,c1631,Verbal clauses
459,c1632,Verbal clauses
459,c1633,Nominal clauses
460,c1634,Verbal clauses
460,c1635,Nominal clauses
460,c1636,Clauses without predication
460,c1637,Verbal clauses
460,c1638,Verbal clauses
460,c1639,Verbal clauses
460,c1640,Verbal clauses
460,c1641,Verbal clauses
460,c1642,Verbal clauses
460,c1643,Nominal clauses
460,c1644,Verbal clauses
461,c1645,Verbal clauses
461,c1646,Verbal clauses
461,c1647,Verbal clauses
461,c1648,Verbal clauses
461,c1649,Verbal clauses
461,c1650,Verbal clauses
462,c1651,Verbal clauses
462,c1652,Verbal clauses
463,c1653,Verbal clauses
463,c1654,Verbal clauses
463,c1655,Nominal clauses
463,c1656,Verbal clauses
463,c1657,Verbal clauses
463,c1658,Verbal clauses
464,c1659,Verbal clauses
464,c1660,Verbal clauses
465,c1661,Verbal clauses
465,c1662,Verbal clauses
465,c1663,Clauses without predication
465,c1664,Verbal clauses
466,c1665,Nominal clauses
466,c1666,Verbal clauses
466,c1667,Verbal clauses
466,c1668,Verbal clauses
466,c1669,Verbal clauses
466,c1670,Verbal clauses
467,c1671,Verbal clauses
467,c1672,Verbal clauses
467,c1673,Verbal clauses
467,c1674,Verbal clauses
467,c1675,Verbal clauses
467,c1676,Verbal clauses
467,c1677,Verbal clauses
467,c1678,Verbal clauses
467,c1679,Verbal clauses
467,c1680,Verbal clauses
468,c1681,Verbal clauses
468,c1682,Verbal clauses
468,c1683,Verbal clauses
469,c1684,Verbal clauses
469,c1685,Nominal clauses
469,c1686,Verbal clauses
469,c1687,Verbal clauses
469,c1688,Verbal clauses
470,c1689,Verbal clauses
470,c1690,Nominal clauses
470,c1691,Verbal clauses
470,c1692,Nominal clauses
470,c1693,Verbal clauses
471,c1694,Verbal clauses
471,c1695,Verbal clauses
471,c1696,Verbal clauses
471,c1697,Verbal clauses
472,c1698,Verbal clauses
472,c1699,Verbal clauses
472,c1700,Verbal clauses
472,c1701,Verbal clauses
472,c1702,Verbal clauses
472,c1703,Verbal clauses
472,c1704,Verbal clauses
473,c1705,Verbal clauses
473,c1706,Verbal clauses
473,c1707,Verbal clauses
473,c1708,Verbal clauses
473,c1709,Verbal clauses
473,c1710,Verbal clauses
473,c1711,Verbal clauses
474,c1712,Verbal clauses
474,c1713,Verbal clauses
474,c1714,Verbal clauses
474,c1715,Verbal clauses
475,c1716,Verbal clauses
475,c1717,Verbal clauses
475,c1718,Verbal clauses
475,c1719,Verbal clauses
475,c1720,Verbal clauses
475,c1721,Verbal clauses
475,c1722,Verbal clauses
475,c1723,Verbal clauses
476,c1724,Verbal clauses
476,c1725,Nominal clauses
476,c1726,Clauses without predication
477,c1727,Verbal clauses
477,c1728,Verbal clauses
477,c1729,Verbal clauses
477,c1730,Verbal clauses
477,c1731,Verbal clauses
477,c1732,Verbal clauses
477,c1733,Verbal clauses
477,c1734,Verbal clauses
478,c1735,Nominal clauses
478,c1736,Verbal clauses
478,c1737,Nominal clauses
478,c1738,Verbal clauses
478,c1739,Nominal clauses
478,c1740,Verbal clauses
479,c1741,Verbal clauses
479,c1742,Verbal clauses
479,c1743,Verbal clauses
479,c1744,Verbal clauses
480,c1745,Verbal clauses
480,c1746,Verbal clauses
480,c1747,Verbal clauses
480,c1748,Verbal clauses
480,c1749,Verbal clauses
480,c1750,Verbal clauses
481,c1751,Verbal clauses
481,c1752,Verbal clauses
482,c1753,Verbal clauses
483,c1754,Verbal clauses
484,c1755,Verbal clauses
484,c1756,Verbal clauses
485,c1757,Verbal clauses
485,c1758,Verbal clauses
486,c1759,Verbal clauses
486,c1760,Verbal clauses
486,c1761,Verbal clauses
487,c1762,Verbal clauses
487,c1763,Verbal clauses
487,c1764,Verbal clauses
487,c1765,Verbal clauses
487,c1766,Verbal clauses
487,c1767,Verbal clauses
488,c1768,Verbal clauses
488,c1769,Verbal clauses
488,c1770,Nominal clauses
488,c1771,Verbal clauses
488,c1772,Verbal clauses
488,c1773,Verbal clauses
489,c1774,Verbal clauses
489,c1775,Verbal clauses
489,c1776,Nominal clauses
489,c1777,Verbal clauses
490,c1778,Verbal clauses
490,c1779,Verbal clauses
490,c1780,Verbal clauses
490,c1781,Verbal clauses
491,c1782,Verbal clauses
491,c1783,Verbal clauses
491,c1784,Verbal clauses
491,c1785,Verbal clauses
491,c1786,Verbal clauses
491,c1787,Verbal clauses
492,c1788,Verbal clauses
492,c1789,Verbal clauses
492,c1790,Verbal clauses
492,c1791,Verbal clauses
492,c1792,Verbal clauses
492,c1793,Verbal clauses
492,c1794,Verbal clauses
493,c1795,Verbal clauses
493,c1796,Verbal clauses
493,c1797,Verbal clauses
493,c1798,Verbal clauses
493,c1799,Verbal clauses
493,c1800,Verbal clauses
494,c1801,Verbal clauses
495,c1802,Verbal clauses
495,c1803,Verbal clauses
495,c1804,Nominal clauses
496,c1805,Verbal clauses
496,c1806,Verbal clauses
496,c1807,Nominal clauses
497,c1808,Verbal clauses
