WLCverse,curr,ctype
12263,c51323,Infinitive construct clause
12264,c51324,Vocative clause
12264,c51325,X-qatal clause
12264,c51326,x-yiqtol-X clause
12265,c51327,Participle clause
12265,c51328,Participle clause
12265,c51329,Ellipsis
12265,c51330,Nominal clause
12265,c51331,Nominal clause
12266,c51332,Nominal clause
12266,c51333,Nominal clause
12266,c51334,Participle clause
12266,c51335,Infinitive construct clause
12267,c51336,x-qatal-null clause
12267,c51337,Wayyiqtol-null clause
12268,c51338,Wayyiqtol-null clause
12269,c51339,Wayyiqtol-null clause
12269,c51340,x-qatal-null clause
12269,c51341,Infinitive construct clause
12269,c51342,Wayyiqtol-null clause
12270,c51343,Wayyiqtol-null clause
12270,c51344,Wayyiqtol-null clause
12270,c51345,We-x-qatal-null clause
12270,c51346,We-x-qatal-null clause
12270,c51347,x-qatal-null clause
12270,c51348,x-qatal-null clause
12270,c51349,Infinitive construct clause
12270,c51350,x-qatal-null clause
12270,c51351,Wayyiqtol-null clause
12271,c51352,X-qatal clause
12271,c51353,Infinitive construct clause
12271,c51354,We-X-qatal clause
12271,c51355,Participle clause
12271,c51356,We-X-qatal clause
12271,c51357,We-X-qatal clause
12271,c51358,x-qatal-null clause
12271,c51359,We-X-qatal clause
12271,c51360,Participle clause
12272,c51361,We-X-qatal clause
12272,c51362,Vocative clause
12272,c51363,Zero-imperative-null clause
12272,c51364,We-imperative-null clause
12272,c51365,We-X-qatal clause
12273,c51366,Wayyiqtol-X clause
12273,c51367,Infinitive construct clause
12274,c51368,Nominal clause
12274,c51369,x-yiqtol-X clause
12275,c51370,x-qatal-X clause
12275,c51371,Participle clause
12275,c51372,We-qatal-null clause
12276,c51373,We-qatal-X clause
12276,c51374,Participle clause
12276,c51375,We-qatal-null clause
12276,c51376,We-qatal-null clause
12276,c51377,Ellipsis
12276,c51378,x-qatal-null clause
12276,c51379,We-qatal-null clause
12276,c51380,Infinitive construct clause
12277,c51381,x-qatal-X clause
12277,c51382,Adjective clause
12277,c51383,x-qatal-X clause
12277,c51384,Participle clause
12277,c51385,Macrosyntactic sign
12278,c51386,x-qatal-X clause
12278,c51387,x-qatal-null clause
12278,c51388,x-qatal-X clause
12278,c51389,Infinitive construct clause
12279,c51390,Ellipsis
12279,c51391,x-qatal-X clause
12279,c51392,Infinitive construct clause
12279,c51393,x-qatal-X clause
12280,c51394,Wayyiqtol-null clause
12280,c51395,Ellipsis
12280,c51396,Infinitive absolute clause
12280,c51397,Infinitive absolute clause
12280,c51398,Infinitive absolute clause
12280,c51399,Participle clause
12280,c51400,Infinitive construct clause
12281,c51401,Wayyiqtol-null clause
12281,c51402,x-qatal-X clause
12281,c51403,Infinitive construct clause
12282,c51404,Wayyiqtol-null clause
12282,c51405,Nominal clause
12282,c51406,Infinitive construct clause
12282,c51407,x-qatal-null clause
12282,c51408,We-x-qatal-null clause
12282,c51409,Infinitive construct clause
12282,c51410,Infinitive construct clause
12283,c51411,Macrosyntactic sign
12283,c51412,x-qatal-X clause
12283,c51413,Participle clause
12283,c51414,Zero-qatal-null clause
12284,c51415,Participle clause
12284,c51416,x-qatal-null clause
12284,c51417,We-qatal-null clause
12284,c51418,We-qatal-null clause
12285,c51419,We-qatal-null clause
12285,c51420,We-X-yiqtol clause
12286,c51421,We-qatal-null clause
12286,c51422,Infinitive construct clause
12286,c51423,Nominal clause
12287,c51424,We-qatal-null clause
12287,c51425,x-yiqtol-null clause
12287,c51426,Infinitive construct clause
12287,c51427,We-x-yiqtol-null clause
12287,c51428,Infinitive construct clause
12288,c51429,We-qatal-null clause
12288,c51430,Infinitive construct clause
12288,c51431,We-qatal-null clause
12289,c51432,x-qatal-X clause
12289,c51433,x-qatal-null clause
12289,c51434,Participle clause
12289,c51435,Participle clause
12290,c51436,We-qatal-X clause
12290,c51437,Participle clause
12290,c51438,Nominal clause
12290,c51439,Zero-qatal-null clause
12291,c51440,x-yiqtol-null clause
12291,c51441,Infinitive absolute clause
12291,c51442,Infinitive absolute clause
12291,c51443,Infinitive absolute clause
12291,c51444,x-yiqtol-null clause
12291,c51445,x-yiqtol-null clause
12291,c51446,Macrosyntactic sign
12292,c51447,Wayyiqtol-X clause
12292,c51448,Casus pendens
12292,c51449,Participle clause
12292,c51450,Infinitive construct clause
12293,c51451,x-qatal-X clause
12293,c51452,Participle clause
12293,c51453,Ellipsis
12293,c51454,Participle clause
12293,c51455,Infinitive construct clause
12293,c51456,Nominal clause
12294,c51457,Zero-imperative-null clause
12294,c51458,We-yiqtol-null clause
12294,c51459,We-yiqtol-null clause
12294,c51460,x-qatal-null clause
12295,c51461,x-qatal-X clause
12295,c51462,Participle clause
12296,c51463,Participle clause
12296,c51464,Infinitive construct clause
12296,c51465,Infinitive construct clause
12296,c51466,x-qatal-null clause
12296,c51467,We-x-qatal-null clause
12297,c51468,Participle clause
12297,c51469,We-qatal-null clause
12297,c51470,We-qatal-null clause
12298,c51471,We-qatal-null clause
12298,c51472,We-qatal-null clause
12299,c51473,We-qatal-null clause
12299,c51474,x-qatal-null clause
12299,c51475,We-qatal-null clause
12299,c51476,x-qatal-null clause
12299,c51477,We-x-qatal-null clause
12300,c51478,We-qatal-null clause
12300,c51479,x-yiqtol-null clause
12300,c51480,Participle clause
12300,c51481,We-qatal-null clause
12300,c51482,We-qatal-null clause
12300,c51483,Participle clause
12301,c51484,x-qatal-X clause
12301,c51485,x-yiqtol-X clause
12301,c51486,Participle clause
12301,c51487,Adjective clause
12301,c51488,x-yiqtol-X clause
12301,c51489,Participle clause
12302,c51490,x-yiqtol-X clause
12302,c51491,Ellipsis
12302,c51492,Zero-imperative-null clause
12302,c51493,Adjective clause
12302,c51494,Nominal clause
12302,c51495,Participle clause
12302,c51496,x-yiqtol-null clause
12302,c51497,Zero-qatal-X clause
12303,c51498,x-qatal-X clause
12303,c51499,x-yiqtol-X clause
12303,c51500,Adjective clause
12303,c51501,x-yiqtol-X clause
12303,c51502,Participle clause
12304,c51503,x-yiqtol-X clause
12304,c51504,Zero-qatal-X clause
12305,c51505,Participle clause
12305,c51506,Macrosyntactic sign
12305,c51507,We-qatal-null clause
12305,c51508,x-qatal-null clause
12306,c51509,x-yiqtol-null clause
12306,c51510,We-qatal-null clause
12307,c51511,x-yiqtol-X clause
12307,c51512,We-X-yiqtol clause
12307,c51513,Nominal clause
12307,c51514,x-yiqtol-null clause
12307,c51515,Nominal clause
12308,c51516,x-qatal-X clause
12308,c51517,x-yiqtol-X clause
12308,c51518,Participle clause
12309,c51519,We-x-yiqtol-X clause
12309,c51520,Participle clause
12309,c51521,Participle clause
12309,c51522,Participle clause
12309,c51523,Ellipsis
12310,c51524,Wayyiqtol-X clause
12310,c51525,Infinitive construct clause
12311,c51526,x-qatal-X clause
12311,c51527,x-yiqtol-null clause
12311,c51528,Infinitive construct clause
12312,c51529,X-yiqtol clause
12312,c51530,Infinitive construct clause
12312,c51531,Participle clause
12312,c51532,Ellipsis
12313,c51533,x-yiqtol-X clause
12313,c51534,We-x-yiqtol-X clause
12313,c51535,x-yiqtol-null clause
12313,c51536,Participle clause
12314,c51537,Wayyiqtol-X clause
12314,c51538,Infinitive construct clause
12315,c51539,x-qatal-null clause
12315,c51540,X-qatal clause
12315,c51541,Infinitive construct clause
12315,c51542,Casus pendens
12315,c51543,x-qatal-X clause
12315,c51544,Wayyiqtol-null clause
12315,c51545,We-x-yiqtol-null clause
12315,c51546,Infinitive construct clause
12316,c51547,x-qatal-X clause
12316,c51548,Nominal clause
12316,c51549,x-qatal-null clause
12317,c51550,x-yiqtol-null clause
12317,c51551,Infinitive construct clause
12317,c51552,x-yiqtol-null clause
12317,c51553,We-qatal-null clause
12318,c51554,Nominal clause
12318,c51555,x-qatal-null clause
12318,c51556,Participle clause
12318,c51557,Infinitive construct clause
12319,c51558,x-qatal-X clause
12319,c51559,Infinitive absolute clause
12319,c51560,We-qatal-null clause
12319,c51561,We-qatal-null clause
12319,c51562,x-qatal-X clause
12319,c51563,Participle clause
12319,c51564,We-qatal-null clause
12320,c51565,We-X-yiqtol clause
12320,c51566,x-yiqtol-null clause
12320,c51567,We-x-yiqtol-null clause
12320,c51568,We-X-yiqtol clause
12320,c51569,We-X-yiqtol clause
12320,c51570,We-x-yiqtol-null clause
12321,c51571,x-imperative-null clause
12321,c51572,Vocative clause
12321,c51573,x-qatal-X clause
12321,c51574,x-yiqtol-null clause
12322,c51575,x-yiqtol-null clause
12322,c51576,Casus pendens
12322,c51577,x-qatal-null clause
12322,c51578,x-yiqtol-null clause
12322,c51579,We-x-yiqtol-null clause
12322,c51580,Nominal clause
12322,c51581,We-x-yiqtol-null clause
12322,c51582,X-qatal clause
12322,c51583,Macrosyntactic sign
12323,c51584,Wayyiqtol-X clause
12324,c51585,Participle clause
12324,c51586,X-qatal clause
12325,c51587,Nominal clause
12325,c51588,x-qatal-null clause
12325,c51589,Infinitive construct clause
12325,c51590,Nominal clause
12325,c51591,Infinitive construct clause
12326,c51592,Infinitive construct clause
12326,c51593,Ellipsis
12326,c51594,Ellipsis
12326,c51595,Infinitive construct clause
12326,c51596,Infinitive construct clause
12327,c51597,Wayyiqtol-X clause
12327,c51598,x-qatal-null clause
12327,c51599,Infinitive construct clause
12327,c51600,Ellipsis
12327,c51601,Ellipsis
12327,c51602,Infinitive construct clause
12327,c51603,Infinitive construct clause
12327,c51604,Wayyiqtol-null clause
12327,c51605,Wayyiqtol-null clause
12328,c51606,Wayyiqtol-null clause
12328,c51607,Wayyiqtol-null clause
12328,c51608,x-qatal-null clause
12328,c51609,Wayyiqtol-null clause
12329,c51610,Wayyiqtol-X clause
12329,c51611,Infinitive construct clause
12330,c51612,x-qatal-X clause
12330,c51613,X-qatal clause
12330,c51614,Infinitive construct clause
12330,c51615,Infinitive construct clause
12331,c51616,x-yiqtol-null clause
12331,c51617,Ellipsis
12331,c51618,x-yiqtol-null clause
12331,c51619,x-yiqtol-null clause
12331,c51620,We-qatal-null clause
12331,c51621,We-qatal-null clause
12331,c51622,We-x-qatal-X clause
12331,c51623,We-x-qatal-null clause
12332,c51624,Wayyiqtol-X clause
12332,c51625,Wayyiqtol-null clause
12332,c51626,Infinitive construct clause
12332,c51627,Ellipsis
12332,c51628,Wayyiqtol-null clause
12332,c51629,x-qatal-X clause
12333,c51630,Wayyiqtol-null clause
12333,c51631,Wayyiqtol-null clause
12333,c51632,Wayyiqtol-null clause
12333,c51633,Ellipsis
12333,c51634,Ellipsis
12333,c51635,x-qatal-null clause
12333,c51636,Wayyiqtol-null clause
12333,c51637,Infinitive construct clause
12334,c51638,x-qatal-X clause
12334,c51639,X-qatal clause
12334,c51640,Infinitive construct clause
12334,c51641,Ellipsis
12334,c51642,Ellipsis
12334,c51643,Participle clause
12334,c51644,Macrosyntactic sign
12334,c51645,Participle clause
12334,c51646,We-qatal-null clause
12335,c51647,We-qatal-null clause
12335,c51648,Participle clause
12335,c51649,x-qatal-null clause
12335,c51650,x-qatal-null clause
12335,c51651,We-qatal-null clause
12335,c51652,x-qatal-null clause
12335,c51653,Wayyiqtol-null clause
12336,c51654,Casus pendens
12336,c51655,Participle clause
12337,c51656,We-qatal-null clause
12337,c51657,We-qatal-X clause
12338,c51658,We-x-yiqtol-null clause
12338,c51659,Participle clause
12339,c51660,Participle clause
12339,c51661,Macrosyntactic sign
12339,c51662,We-qatal-null clause
12339,c51663,We-qatal-null clause
12339,c51664,We-qatal-null clause
12339,c51665,We-qatal-null clause
12339,c51666,We-x-yiqtol-null clause
12340,c51667,Nominal clause
12340,c51668,x-qatal-null clause
12340,c51669,Infinitive construct clause
12341,c51670,Infinitive absolute clause
12341,c51671,We-qatal-null clause
12341,c51672,We-qatal-null clause
12341,c51673,We-qatal-null clause
12342,c51674,Wayyiqtol-null clause
12343,c51675,Wayyiqtol-null clause
12343,c51676,Nominal clause
12343,c51677,Nominal clause
12344,c51678,Wayyiqtol-null clause
12344,c51679,Participle clause
12344,c51680,Wayyiqtol-null clause
12344,c51681,Wayyiqtol-null clause
12344,c51682,Zero-imperative-null clause
12345,c51683,Wayyiqtol-null clause
12345,c51684,x-yiqtol-null clause
12345,c51685,X-qatal clause
12345,c51686,Infinitive construct clause
12345,c51687,x-yiqtol-X clause
12346,c51688,We-x-yiqtol-null clause
12346,c51689,We-x-yiqtol-null clause
12346,c51690,We-x-yiqtol-null clause
12346,c51691,We-x-yiqtol-null clause
12346,c51692,x-yiqtol-null clause
12346,c51693,x-yiqtol-null clause
12346,c51694,Participle clause
12347,c51695,Wayyiqtol-null clause
12347,c51696,x-qatal-null clause
12347,c51697,Infinitive construct clause
12348,c51698,Infinitive construct clause
12348,c51699,Infinitive construct clause
12348,c51700,We-X-yiqtol clause
12349,c51701,Wayyiqtol-null clause
12349,c51702,Wayyiqtol-null clause
12349,c51703,Wayyiqtol-null clause
12349,c51704,x-qatal-X clause
12350,c51705,Wayyiqtol-null clause
12350,c51706,Infinitive construct clause
12350,c51707,Wayyiqtol-null clause
12350,c51708,Zero-imperative-null clause
12350,c51709,We-yiqtol-null clause
12350,c51710,Wayyiqtol-null clause
12351,c51711,Wayyiqtol-X clause
12351,c51712,Infinitive construct clause
12352,c51713,x-qatal-X clause
12352,c51714,Infinitive absolute clause
12352,c51715,We-qatal-null clause
12352,c51716,x-yiqtol-null clause
12352,c51717,Infinitive construct clause
12352,c51718,Macrosyntactic sign
12353,c51719,Zero-qatal-null clause
12353,c51720,x-qatal-null clause
12353,c51721,Infinitive construct clause
12353,c51722,We-x-qatal-null clause
12353,c51723,x-qatal-null clause
12353,c51724,We-X-qatal clause
12353,c51725,We-x-qatal-null clause
12354,c51726,Wayyiqtol-null clause
12354,c51727,Infinitive construct clause
12354,c51728,Zero-imperative-null clause
12354,c51729,We-imperative-null clause
12354,c51730,We-x-yiqtol-null clause
12354,c51731,Infinitive construct clause
12354,c51732,We-imperative-null clause
12354,c51733,x-qatal-null clause
12354,c51734,We-x-qatal-null clause
12354,c51735,We-x-qatal-null clause
12355,c51736,x-qatal-X clause
12355,c51737,x-qatal-null clause
12355,c51738,We-X-qatal clause
12356,c51739,x-qatal-X clause
12356,c51740,Participle clause
12356,c51741,x-qatal-null clause
12356,c51742,x-qatal-null clause
12356,c51743,We-x-qatal-null clause
12356,c51744,Wayyiqtol-null clause
12356,c51745,We-x-qatal-null clause
12357,c51746,We-x-qatal-X clause
12357,c51747,x-qatal-X clause
12357,c51748,x-qatal-null clause
12357,c51749,Wayyiqtol-null clause
12357,c51750,Wayyiqtol-null clause
12357,c51751,x-qatal-null clause
12358,c51752,x-qatal-X clause
12358,c51753,x-yiqtol-X clause
12358,c51754,Participle clause
12358,c51755,x-yiqtol-X clause
12359,c51756,Wayyiqtol-null clause
12359,c51757,Zero-qatal-X clause
12359,c51758,Infinitive construct clause
12360,c51759,Zero-imperative-null clause
12360,c51760,We-qatal-null clause
12360,c51761,x-qatal-null clause
12360,c51762,Zero-qatal-null clause
12360,c51763,x-qatal-null clause
12361,c51764,x-yiqtol-X clause
12361,c51765,Participle clause
12361,c51766,Infinitive construct clause
12361,c51767,x-yiqtol-null clause
12361,c51768,We-qatal-null clause
12362,c51769,Wayyiqtol-X clause
12362,c51770,Wayyiqtol-X clause
12362,c51771,x-qatal-null clause
12362,c51772,Wayyiqtol-X clause
12363,c51773,Wayyiqtol-X clause
12363,c51774,Infinitive construct clause
12363,c51775,Participle clause
12363,c51776,x-yiqtol-null clause
12363,c51777,Infinitive construct clause
12364,c51778,We-qatal-X clause
12364,c51779,We-qatal-null clause
12364,c51780,x-qatal-null clause
12364,c51781,We-qatal-null clause
12364,c51782,We-x-yiqtol-null clause
12364,c51783,Participle clause
12364,c51784,We-x-yiqtol-null clause
12365,c51785,x-yiqtol-X clause
12365,c51786,We-yiqtol-null clause
12365,c51787,Adjective clause
12365,c51788,x-qatal-X clause
12366,c51789,Wayyiqtol-X clause
12366,c51790,x-qatal-X clause
12366,c51791,Infinitive construct clause
12367,c51792,Wayyiqtol-null clause
12367,c51793,Zero-qatal-X clause
12367,c51794,Participle clause
12368,c51795,Wayyiqtol-X clause
12369,c51796,Wayyiqtol-X clause
12370,c51797,Wayyiqtol-null clause
12370,c51798,Participle clause
12370,c51799,Ellipsis
12371,c51800,Wayyiqtol-X clause
12371,c51801,x-qatal-null clause
12371,c51802,Infinitive construct clause
12372,c51803,Wayyiqtol-X clause
12372,c51804,Infinitive construct clause
12372,c51805,Casus pendens
12372,c51806,x-qatal-null clause
12372,c51807,Zero-imperative-null clause
12372,c51808,We-imperative-null clause
12372,c51809,Wayyiqtol-X clause
12372,c51810,Wayyiqtol-null clause
12373,c51811,Wayyiqtol-null clause
12373,c51812,Zero-imperative-null clause
12373,c51813,We-imperative-null clause
12373,c51814,Wayyiqtol-X clause
12374,c51815,Wayyiqtol-null clause
12374,c51816,Infinitive construct clause
12374,c51817,Zero-qatal-null clause
12374,c51818,Ellipsis
12374,c51819,Wayyiqtol-null clause
12374,c51820,x-yiqtol-null clause
12375,c51821,We-x-qatal-null clause
12375,c51822,Infinitive construct clause
12375,c51823,Zero-imperative-null clause
12375,c51824,x-qatal-null clause
12376,c51825,Wayyiqtol-X clause
12376,c51826,x-yiqtol-null clause
12376,c51827,Participle clause
12377,c51828,Wayyiqtol-X clause
12377,c51829,Zero-imperative-null clause
12377,c51830,Zero-imperative-X clause
12377,c51831,We-X-yiqtol clause
12377,c51832,Nominal clause
12378,c51833,Wayyiqtol-null clause
12378,c51834,We-x-qatal-null clause
12378,c51835,Wayyiqtol-null clause
12379,c51836,Wayyiqtol-X clause
12379,c51837,Infinitive construct clause
12379,c51838,Wayyiqtol-null clause
12379,c51839,Wayyiqtol-X clause
12379,c51840,Participle clause
12380,c51841,Participle clause
12380,c51842,Participle clause
12381,c51843,Macrosyntactic sign
12381,c51844,Infinitive construct clause
12381,c51845,x-yiqtol-null clause
12381,c51846,Infinitive absolute clause
12381,c51847,Nominal clause
